VKM;UNIQUE;Keeper Name / Halter Name / Nom du détenteur / Название владельца;Country Страна;Status Статус;www.;
BCK;BCK;BauCharter Baumaschinen Vermietungs GmbH;DE;in use;baucharter.com;
BCR;BCR;Benders Leasing AB;SE;in use;benders.se;
BDB;BDB;Brünig Dampfbahn BDB;CH;in use;bruenig-dampfbahn.ch/;OTIF
BDG;BDG;BDG Bahnservice- und Dienstleistungsgesellschaft mbH & Co. KG;DE;in use;bdg-bahnservice.de;
BDK;BDK;BDK Korkmaz;DE;in use;;
BDMW;BDMW;BUDAMAR WEST GmbH;DE;in use;budamar.de;
BDS;BDS;Báňská dopravní spol.s r.o.;CZ;in use;;
BDVF;BDVF;BDVF;FR;in use;;
BDWM;BDWM;BDWM Transport AG;CH;Revoked;bdwm.ch;OTIF
BDX;BDX;BDX Företagen AB;SE;in use;bdx.se;
BDXRA;BDXRA;BDX Rail AB;SE;in use;bdxrail.se;
BDZ;BDZ;Chemin de fer de l'Etat bulgare - Bulgarski Durzhavni Zheleznitsi;BG;in use;bdz.bg;
BDZPP;BDZPP; БДЖ -Пътнически превози ЕOOД (БДЖПП);BG;in use;bdz.bg;
BDZTP;BDZTP; БДЖ - Товарни превози ЕOOД (БДЖTП);BG;in use;bdz.bg;
BE;BE;Bentheimer Eisenbahn AG;DE;in use;bentheimer-eisenbahn.de;
BEBRA;BEBRA;Holzlogisik & Güterbahn Bebra GmbH;DE;in use;hlg-bebra.eu;
BECK;BECK;Josef Beck;DE;in use;;
BEF;BEF;Berliner Eisenbahnfreunde e.V.;DE;in use;berliner-eisenbahnfreunde.de;
BEG;BEG;Brohltal Schmalspureisenbahn Betriebs-GmbH;DE;in use;vulkan-express.de;
BEI;BEI;Ireland Luxury Rail Tours Limited;IE;in use;belmond.com;
BELL;BELL;BELLEZA, s.r.o.;SK;in use;;
BEM;BEM;Bayerisches Eisenbahnmuseum;DE;in use;bayerisches-eisenbahnmuseum.de;
BENT;BENT;Benteler Rothrist AG;CH;in use;benteler.com;OTIF
BENTZ;BENTZ;BE Netz GmbH;DE;in use;be-netz.eu;
BERGR;BERGR;Berger Bau SE;DE;in use;bergerholding.eu;
BERK;BERK;Berk Akaryakıt Nakliyat İnşaat İthalat İhracat Pazarlama Sanayi ve Ticaret Limited Şikerti;TR;in use;berknakliyat.com.tr;OTIF
BETZV;BETZV;BETAMONT, s.r.o.;SK;in use;betamont.sk;
BEU;BEU;SC CONSTANTIN GRUP;RO;in use;locomotive.ro;
BEV;BEV;Rudolf Bräunert;DE;in use;;
BF;BF;Blankenbach + Fischer GmbH;DE;Revoked;;
BFE;BFE;BIO FUEL ENERGY S.R.L.;RO;in use;;
BFL;BFL;BF Logistics s.r.o.;CZ;in use;bfl.cz;
BFLSK;BFLSK;Partners 4RAIL, s.r.o.;SK;in use;deutsche-leasing.com/sk;
BFS;BFS;Bürgerverein zur Förderung des Schienenverkers e.V;DE;Revoked;bfs-buergerbahn.de;
BGG;BGG;Billerud AB, Gruvöns Bruk, Grums;SE;in use;billerud.com;
BGT;BGT;BGT Bagger-, Gleis- und Tiefbauarbeiten Rainer Staschok e.K.;DE;in use;;
BGTG;BGTG;BGT Staschok GmbH;DE;in use;;
BGTRV;BGTRV;„ТРАНССТРОЙ ВAРНА” АД;BG;in use;transstroy-varna.bg;
BGZPT/БГЖПТ;BGZPT;"ЖП - Тракция" ЕООД;BG;in use;;
BHAN;BHAN;Carl Beutlhauser Baumaschinen GmbH (Region Rheinland);DE;in use;beutlhauser.de;
BHDD;BHDD;Carl Beutlhauser Baumaschinen GmbH;DE;in use;beutlhauser.de;
BHE;BHE;Bremische Hafeneisenbahn;DE;in use;bremen.de/wuh/;
BHEV;BHEV;Budapesti Helyi Érdekü Vasút;HU;Revoked;bkv.hu;
BHL;BHL;BEHALA - Berliner Hafen- und Lagerhausgesellschaft mbH;DE;in use;behala.de;
BID;BID;BID ENGINEERING INFRASTRUCTURE S.R.L.;RO;in use;;
BIEF;BIEF;Bielefelder Eisenbahnfreunde e.V.;DE;in use;bielefelder-eisenbahnfreunde.de;
BIF;BIF;Bahn im Film;AT;in use;bahn-im-film.at;
BIG;BIG;B.I.G.;DE;in use;;
BIGE;BIGE;BIGE-Holding Kft.;HU;in use;bigeholding.hu/bigeholdingkft;
BIVB;BIVB;BIV Bau-u Jndustriegeräte Vertriebs GmbH;DE;in use;bivteam.de;
BJ;BJ;Bergslagernas Järnvägssällskap;SE;in use;bjs-club.se;
BKD;BKD;Borkumer Kleinbahn und Dampfschifffahrt;DE;in use;borkumer-kleinbahn.de;
BKE;BKE;BKE Eisenbahn-Service GmbH;DE;in use;kbe-eisenbahn.de;
BKG;BKG;Bahnservice Kunze GmbH & Co. KG;DE;in use;bkg-bahnservice.de;
BKMBG;BKMBG;Bareksim EOOD;BG;in use;;
BKS;BKS;BillerudKorsnäs Sweden AB Skärblacka Mill;SE;in use;billerudkorsnas.com;
BKSKG;BKSKG;BKS Schömig GmbH & Co. KG;DE;in use;bks-schoemig.de;
BL;BL;BahnLog Bahnlogistik und Service GmbH;DE;in use;bahnlog.com;
BLAND;BLAND;Bernhard Landers GmbH;DE;in use;baumundholz.de;
BLASE;BLASE;Bläse Kalkbruk Intresseförening;SE;in use;blase.se;
BLB;BLB;Burgenlandbahn AG;DE;in use;burgenlandbahn.de;
BLC;BLC;Bahnlogistik24 GmbH;DE;in use;;
BLE;BLE;Butzbach-Licher Eisenbahnfreunde e.V;DE;in use;butzbach-licher-eisenbahnfreunde.de;
BLES;BLES;BLESS TRANS SERV SRL;RO;in use;;
BLETR;BLETR;Region Blekinge;SE;in use;blekingetrafiken.se;
BLFSK;BLFSK;BAWAG Leasing & Fleet s.r.o.;SK;in use;bawagleasingandfleet.sk;
BLG;BLG;BLG AutoRail GmbH;DE;in use;;
BLGRT;BLGRT;BLG RailTec GmbH;DE;in use;blg-railtec.de;
BLHA;BLHA;BL Handel & Logistik GmbH;DE;in use;;
BLJ;BLJ;Blommans Järnvägsservice AB;SE;in use;;
BLM;BLM;Bergbahn Lauterbrunnen - Mürren;CH;in use;jungfraubahnen.ch;OTIF
BLMB;BLMB;blm Blue lean mobility gmbh;DE;in use;blue-lean-mobility.com;
BLP;BLP;BLP Wiebe Logistik GmbH;DE;in use;wiebe.de;
BLS;BLS;BLS Lötschbergbahn AG;CH;in use;bls.ch;OTIF
BLSC;BLSC;BLS Cargo AG;CH;in use;bls-cargo.ch;OTIF
BLSFV;BLSFV;BLS Fernverkehr AG;CH;in use;bls.ch;OTIF
BLSK;BLSK;BUDAMAR LOGISTICS, a.s.;SK;in use;budamar.sk;
BLSN;BLSN;BLS NETZ AG;CH;in use;bls.ch;OTIF
BLSR;BLSR;BL Rail AB;SE;in use;;
BLSS;BLSS;BLS-Stiftung;CH;in use;BLS Stiftung - BLS AG;OTIF
BLT;BLT;Baselland Transport;CH;in use;blt.ch;OTIF
BLV;BLV;Bayerischer Localbahn Verein e.V;DE;in use;localbahnverein.de;
BLW;BLW;Blöß Lokdienste;DE;in use;bloess-lokdienste.de;
BLX;BLX;Lineas Group SA/NV;BE;in use;lineas.net;
BM;BM;BUD-MOST Jan Boruch;PL;in use;;
BMB;BMB;BM Bahndienste GmbH;DE;in use;bm-bahndienste.de;
BMC;BMC;Martín Bárta;CZ;in use;;
BMDM;BMDM;Bulmarket DM / "Булмаркет ДМ" ООД;BG;in use;bulmarket.bg;
BMEVU;BMEVU;Bolay & Moser EVU GmbH;DE;in use;;
BMK;BMK;Agencja Turystyczno-Usługowa ‘’BAWDIM’’ – Roman Mazur;PL;in use;bieszczady.com.pl;
BMNPK;BMNPK;BM Naprawa Pojazdów Kolejowych Antoni Bartosz Moch;PL;in use;;
BMONV;BMONV;Bundesmonopolverwaltung für Branntwein;DE;in use;;
BMS;BMS;BMS Wolfgang Schlage;DE;Revoked;;
BMSS;BMSS;BMS Schlage;DE;in use;;
BMTI;BMTI;BMTI ČR s.r.o.;CZ;in use;;
BMWM;BMWM;Baumaschinenvermietung und Service Wieland Münchow;DE;in use;;
BN;BN;Bane NOR SF;NO;in use;banenor.no;
BNKLR;BNKLR;Benkler AG  (Sersa Group);CH;in use;benkler.ch;OTIF
BNVIT;BNVIT;Bonaventura srl;IT;in use;bonaventura.it;
BOAG;BOAG;Borner Transport und Lagerhaus AG;CH;in use;borner-ag.ch;OTIF
BOB;BOB;Berner Oberland Bahnen;CH;in use;jungfraubahnen.ch;OTIF
BOBFN;BOBFN;Bodensee-Oberschwaben-Bahn GmbH & Co. KG;DE;in use;bob-fn.de;
BOBO;BOBO;BOBO  Járműjavító, Ipari, Kereskedelmi és Szolgáltató KFT;HU;in use;bobokft.hu;
BOBY;BOBY;Bayerische Oberlandbahn;DE;in use;bayerischeoberlandbahn.de;
BOEG;BOEG;Bocholter Eisenbahngesellschaft mbH;DE;in use;bocholter-eisenbahn.de;
Boels;BOELS;Wolfgang Bölstler Baumaschinenverleich;DE;in use;;
BONAN;BONAN;BONANDRINI;FR;in use;;
BONN;BONN;BONNES Paweł Kowalczyk ;PL;in use;;
BOPO;BOPO;Borealis Polyolefine GmbH;AT;in use;borealisgroup.com;
BORDO;BORDO;BORDON INVERSIONES 2007, S.L.;ES;in use;alphatrains.eu;
BORSC;BORSC;Boryszew S.A. Oddział Boryszew ERG w Sochaczewie;PL;in use;boryszewerg.com.pl;
BÖSJ;BOSJ;Föreningen Böda Skogsjärnväg;SE;in use;bosj.se;
BOXX;BOXX;BoxXpress.de GmbH;DE;in use;boxxpress.de;
BP;BP;Igor Brik;CZ;in use;;
BPA;BPA;Bahnpark Augsburg gGmbH;DE;in use;bahnpark-augsburg.eu;
BPPAS;BPPAS;BP Petrolleri A.Ş.;TR;in use;bp.com;OTIF
BPR;BPR;BENet Praha spol. S.r.o.;CZ;in use;;
BPRM;BPRM;Baltic Port Rail Mukran GmbH;DE;in use;;
BPSP;BPSP;BPS-Prastav, s.r.o.;CZ;in use;bps-prastav.cz;
BPT;BPT;BPT LEASING, a.s.;SK;in use;bptleasing.sk;
BR;BR;Bayernhafen Gruppe;DE;in use;bayernhafen.de;
BRA;BRA;BRISE AGRICULTURA SA;RO;in use;;
BRACH;BRACH;Reiner Brach GmbH&Co. KG;DE;in use;brach.de;
BRAG;BRAG;BauRail AG;CH;in use;mueller-frauenfeld.ch;OTIF
BRAUN;BRAUN;Emeran Braun Bahnbau und Maschinen GmbH;DE;in use;;
BRB;BRB;Bayerische Regiobahn GmbH;DE;in use;;
BRBCH;BRBCH;Brienz Rothorn Bahn AG;CH;in use;brienz-rothorn-bahn.ch;OTIF
BRC;BRC;Rail Center Bützow GmbH;DE;Revoked;railcenter.de;
BRCZ;BRCZ;BRYNTIN RAIL CZ s.r.o.;CZ;in use;;
BREL;BREL;Brikel EAD / Брикел ЕАД;BG;in use;;
BRETT;BRETT;Brett Aggregates Ltd;UK;in use;brett.co.uk;
BRFS;BRFS;Beacon Rail Finance Sàrl;LU;in use;beaconrail.com;
BRIE;BRIE;Werner Briesemeister GmbH & Co. KG;DE;in use;;
BRKS;BRKS;Bratislavská Regionálna Kolajová Spolocnost;SK;in use;brks.sk;
BRLL;BRLL;Beacon Rail Leasing Limited;UK;in use;beaconrail.com;
BRM;BRM;BRM Investment AG;CH;in use;m-rail.ch;OTIF
BRO;BRO;Brouwer Technology B.V.;NL;in use;brouwertechnoloqy.com;
BRS;BRS;STRABAG BMTI Rail Service GmbH;DE;in use;strabag.de;
BRSPL;BRSPL;B.R.S. sp. z o.o.;PL;in use;;
BRT;BRT;Barter S.A.;PL;in use;bartergaz.pl;
BRTG;BRTG;Brenntag CEE  GmbH;AT;in use;brenntag-cee.com;
BRX;BRX;Bartex sp. z o.o.;PL;in use;bartex-paliwa.pl;
BS;BS;Baneservice AS;NO;in use;baneservice.no;
BSAG;BSAG;Bremer Straßenbahn SG;DE;in use;cityairporttrain.com;
BSAS;BSAS;BSAS EisenbahnVerkehrsGmbH & Co.KG;DE;in use;bsas-evg.de;
BSB;BSB;SWEG Südwestdeutsche Landesverkehrs-AG;DE;Revoked;sweg.de;
BSBB;BSBB;Bahnservice BB GmbH;DE;in use;bahnbb.de;
BSBS;BSBS;BSBS Braunschweiger Bahn Service GmbH;DE;in use;N;
BSBZW;BSBZW;BSB-Saugbagger und Zweiwegetechnik GmbH&Co. KG;DE;in use;saugbagger-betriebe.de;
BSF;BSF;BSJG Holding AB;SE;in use;bsverkstader.se;
BSH;BSH;Brenntag Schweizerhall AG;CH;in use;;OTIF
BSK;BSK;Bałtycki Serwis Kolejowy sp. z o.o.;PL;in use;bsk.szczecin.pl;
BSL;BSL;B-S-L GmbH;DE;in use;betrieb-service-logistik.de;
BSM;BSM;Bahnen der Stadt Monheim GmbH;DE;in use;bahnen-monheim.de;
BSS;BSS;BSS 2000 Kft.;HU;in use;bss2000.hu;
BSSG;BSSG;BSS Bahnservice Saarland GmbH;DE;in use;bs-saarland.de;
BSU;BSU;BSU - Ulm UG;DE;in use;;
BSV;BSV;Bahnservice Vogtland;DE;in use;;
BSW;BSW;Badische Stahlwerke GmbH;DE;in use;bsw-kehl.de;
BT;BT;Bombardier Transportation Sweden AB;SE;in use;bombardier.se;
BTAS;BTAS;Bohumin terminal, a.s.;CZ;in use;bohuminterminal.cz;
BTCH;BTCH;Bombardier Transportation (Switzerland) SA;CH;in use;bombardier.com;OTIF
BTE;BTE;Bremen-Thedinghausener Eisenbahn GmbH;DE;in use;;
BTEX;BTEX;BTE BahnTouristikExpress GmbH;DE;in use;;
BTF;BTF;Bombardier Transport France;FR;in use;;
BTFAB;BTFAB;Berg & Tunnel Förstärkning Sweden AB;SE;in use;;
BTG;BTG;BTG GmbH;DE;in use;btgbau.de;
BTH;BTH;ALSTOM Transportation Germany GmbH;DE;in use;alstom.com;
BTITA;BTITA;Bombardier Transportation Italy S.p.A. Unipersonale;IT;in use;bombardier.com;
BTJB;BTJB;Blå Tåget Jernbanor AB;SE;in use;blataget.com;
BTK;BTK;Bombardier Transportion GmbH;DE;in use;;
BTMH;BTMH;Betriebe der Stadt Mülheim an der Ruhr;DE;in use;btmh.de;
BTS;BTS;BULK TRANSSHIPMENT SLOVAKIA, a.s.;SK;in use;;
BTSK;BTSK;DB Cargo AG;DE;in use;;
BTT;BTT;BTTrains;NL;in use;bttrains.nl;
BTUBA;BTUBA;Baresel Tunnelbau GmbH;DE;in use;baresel.de;
BTV;BTV;BTV Bahn-Tiefbau Ventschow GmbH;DE;in use;;
BTW;BTW;Bahn Technik Wrocław sp. z o.o.;PL;in use;btw.wroc.pl;
BUB;BUB;Brenner & Brenner Dampflokomotiven Betriebsgesellschaft mbH;AT;in use;bb-bluetrain.at;
BUG;BUG;BUG Vermietungsgesellschaft mbH;DE;in use;bug-ag.de;
BUGAG;BUGAG;BUG Verkehrsbau AG;DE;Revoked;bug-ag.de;
BUGW;BUGW;BUG Verkehrsbau GmbH;DE;Revoked;bug-ag.de;
BUK;BUK;Bbdorf & Kerstan GmbH;DE;in use;;
BULRO;BULRO;Бул-Ро ЕООД / Bul-Ro EOOD;BG;in use;;
BUM;BUM;BuM Beton- und Monierbau GmbH;DE;in use;bumherne.net;
BUNGE;BUNGE;BUNGE ROMANIA SRL;RO;in use;;
BUNTE;BUNTE;Johann Bunte Bauunternehmung GmbH & Co. KG;DE;in use;johann-bunte.de;
BURE;BURE;Sandahls Equipment AB;SE;in use;sandahls.com;
BUSH;BUSH;Budamar South, s.r.o.;SK;in use;budamar.sk;
BUVL;BUVL;B&V Leipzig GmbH;DE;in use;;
BUZ;BUZ;Bühler AG;CH;Revoked;buhlergroup.com;OTIF
BV;BV;Banverket;SE;Revoked;cityairporttrain.com;
BVB;BVB;Kanton Basel-Stadt;CH;in use;tpc.ch;OTIF
BVHBE;BVHBE;Brücke e.V Blankenburg;DE;in use;verein.bruecke.de;
BVM;BVM;BSM GmbH;DE;in use;bsm-bahn.de;
BVO;BVO;BVO Bahn GmbH;DE;in use;bvo.de;
BVS;BVS;Böhrer Vertriebs und Service GmbH;DE;in use;bbwa.de;
BW;BW;Bundeswehr;DE;in use;;
BWA;BWA;Besitzgesellschaft Waggonbau Ammendorf mbH;DE;in use;bwa-ammendorf.de;
BWARN;BWARN;Förderverein BW Arnstadt historisch e.V.;DE;in use;Lokschuppen-Arnstadt.de;
BWESA;BWESA;UWE Adam EVU GmbH;DE;in use;lotrac.de;
BWKKR;BWKKR;Bahnbetriebswerk Krefeld Betriebs GmbH & Co.KG;DE;in use;bw-krefeld.net;
BWSHO;BWSHO;STAG AG;CH;in use;stag.net;OTIF
BX;BX;BeNEX GmbH;DE;in use;benex.de;
BXKOL;BXKOL;BUDIMEX Kolejnictwo S.A.;PL;in use;budimex.pl;
BXSA;BXSA;BUDIMEX S.A.;PL;in use;budimex.pl;
BYB;BYB;BayernBahn GmbH;DE;in use;bayernbahn.de;
BYTKL;BYTKL;Baytek Lojistik Hizm.Inş.Taah.Tic.Ltd.Şti;TR;in use;;OTIF
BZCSA;BZCSA;Baltchem S.A. Zakłady Chemiczne w Szczecinie;PL;in use;;
BZGB;BZGB;Gleisbau Bautzen GmbH;DE;in use;gleisbau-bautzen.de;
BZK/БЖК;BZK;Bulgarian Railway company / Българска железопътна компания;BG;in use;brc-bg.com;
CAB;CAB;Cementa AB;SE;in use;cementa.se;
CADU;CADU;Carl Dume Ingenierbau GmbH + Co. KG;DE;in use;carl-dume.de;
CAF;CAF;Consorzio Armatori Ferroviario S.C.p.A.;IT;in use;;
CAFCV;CAFCV;CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES;ES;in use;caf.es;
CAFFR;CAFFR;CAF REICHSHOFFEN SAS;FR;in use;caf.net;
CAGBS;CAGBS;Contargo AG;CH;in use;contargo.ch;OTIF
CAMY;CAMY;CAMYFÓN, S.L.;ES;in use;camyfon.es;
CAN;CAN;cantus Verkersgesellschaft mbH;DE;in use;cantus-bahn.de;
CAR;CAR;CARBO Kohlensäurewerk Hannover GmbH;DE;in use;carbo.de;
CARBA;CARBA;Carbagas;CH;in use;carbagas.ch;OTIF
CARBO;CARBO;„CARBO” Holding Sp. z o.o.;PL;in use;carboholding.pl;
CARGO;CARGO;Cargo Service GmbH;AT;in use;cargoserv.at;
CAT;CAT;City Air Terminal BetriebsgmbH;AT;in use;cityairporttrain.com;
CATRR;CATRR;Caterpillar SARL;CH;in use;cat.com;OTIF
CB;CB;City-Bahn Chemnitz GmbH;DE;in use;city-bahn.de;
CBAG;CBAG;Cargo Beamer AG;DE;in use;cargobeamer.de;
CBB;CBB;Centralbahn AG;CH;in use;centralbahn.ch;OTIF
CBG;CBG;Centralbahn GmbH;DE;in use;centralbahn.de;
CBm;CBM;Club Bm 22-70;CH;in use;bm22-70.ch;OTIF
CBONE;CBONE;Prievidzský parostrojný spolok,o.z.;SK;in use;464001.sk;
CBR;CBR;CBRail Sarl;LU;Revoked;cbrail.com;
CBRG;CBRG;CBRail II GmbH;DE;Revoked;cbrail.com;
CBRL;CBRL;CBRail Leasing Sarl;LU;Revoked;ascendos.com;
CBRLG;CBRLG;CBRail Leasing GmbH;LU;Revoked;ascendos.com;
CBRS;CBRS;Cargo Beamer RollingStock GmbH;DE;in use;cargobeamer.com;
CC;CC;C2C Rail;UK;Blocked;c2c-online.co.uk;
CCB;CCB;CHIMCOMPLEX SA;RO;in use;;
CCBC;CCBC;CEREALCOM SA;RO;in use;cerealcom-bacau.ro;
CCD;CCD;CEREALCOM DOLJ SRL;RO;in use;;
CCH;CCH;F.S. Logistica S.p.A.;IT;in use;;
CCL;CCL;Connex Cargo Logistics;DE;in use;connex-cargo-logistics.de;
CCLG;CCLG;CC-Logistik GmbH & Co. KG;DE;in use;cc-l.eu;
CCMCP;CCMCP;COMCEREAL SA;RO;in use;comcerealprahova.ro;
CCOS;CCOS;CEMENTOS COSMOS, S.A.;ES;in use;;
CCSK;CCSK;Commercial Contact SRO;SK;in use;commercialcontact.com;
CCW;CCW;Captrain Deutschland CargoWest GmbH;DE;in use;captrain.de;
CCZ;CCZ;COLAS CZ, a.s.;CZ;in use;colas.cz;
ČD;CD;České dráhy, a.s.;CZ;in use;cd.cz;
ČDC;CDC;ČD Cargo a.s.;CZ;in use;cdcargo.cz;
ČDCAD;CDCAD;ČD Cargo Adria d.o.o.;HR;in use;cdcargo.cz/adria;
CDCAR;CDCAR;CEDROB Cargo sp. z o. o.;PL;in use;cedrob.com.pl;
ČDCR;CDCR;ČD Cargo, a.s.;CZ;Revoked;cdcargo.cz;
CDCSK;CDCSK;CD Cargo Slovakia, s.r.o.;SK;in use;cdcargo.cz;
CDCST;CDCST;CDC STAR SRL;RO;in use;;
CDF;CDF;La Compagnie de France;FR;in use;;
CEF;CEF;Centre d'Essais Ferroviaires;FR;in use;c-e-f.fr;
CEHD;CEHD;COMPLEXUL ENERGETIC HUNEDOARA SA - SUCURSALA ELECTROCENTRALE DEVA;RO;in use;termodeva.ro;
CEHFE;CEHFE;CENTRO DE ESTUDIOS HISTÓRICOS DEL FC ESPAÑOL;ES;in use;cehfe.es;
CEHP;CEHP;SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA SA - SUCURSALA ELECTROCENTRALE PAROSENI SA;RO;in use;separoseni.ro;
CEHPS;CEHPS;SOCIETATEA COMPLEXUL ENERGETIC HUNEDOARA SA - SUCURSALA PRESTSERV PETROSANI;RO;in use;sdm-cenhd.ro;
CÉK;CEK;Colas Északkő Bányászti Kft.;HU;in use;colas.hu;
CEL;CEL;Lebanon Railways;LB;Blocked;;OTIF
CELSA;CELSA;Celsa Huta Ostrowiec sp. z o.o.;PL;in use;celsaho.com;
CEMAT;CEMAT;Mercitalia Intermodal SpA;IT;in use;mercitaliaintermodal.it;
CEMET;CEMET;CEMET S.A.;PL;in use;cemet.pl;
CEN;CEN;Celanese Emulsions Norden AB;SE;in use;celanese-emulsions.se;
CENAF;CENAF;CENEDESE ARMAMENTO FERROVIARIO S.r.l.;IT;in use;;
CENED;CENED;Cenedese SPA;IT;in use;cenedesespa.com;
CENSI;CENSI;FRATELLI CENSI SA;CH;in use;censigroup.ch;OTIF
CEOIS;CEOIS;COMPLEXUL ENERGETIC OLTENIA SA - SUCURSALA ELECROCENTRALE ISALNITA;RO;in use;;
CEP;CEP;Cerpini Costruzioni S.r.l.;IT;in use;ceprinicostruzioni.it;
CER;CER;Central-European Railway AG.;HU;in use;cer.hu;
CERB;CERB;Centralna Energoremontna Baza AD / Централна Енергоремонтна База АД;BG;in use;cerb.bg;
CEROV;CEROV;COMPLEX ENERGETIC ROVINARI SA;RO;in use;;
CERSK;CERSK;CER Slovakia a.s.;SK;in use;cercargo.sk/index.php;
CERT;CERT;Certis Belchim B.V. Niederlassung Deutschland;DE;in use;certis-railservice.de;
CETIS;CETIS;CET SA;RO;in use;cet-iasi.ro;
CETUR;CETUR;COMPLEXUL ENERGETIC TURCENI SA;RO;in use;eturceni.ro;
CFC;CFC;LES CHEMINS DE FER DU CREUSOT;FR;in use;train-vapeur.fr;
CFCB;CFCB;Chemins de Fer du Centre-Bretagne;FR;in use;cfcb.bzh;
CFDL;CFDL;CO.F.EDIL S.r.l.;IT;in use;;
CFF;CFF;Chemins de Fer Federaux Suisses;CH;in use;cff.ch;OTIF
CFHA;CFHA;Chemins de Fer de la Haute Auvergne;FR;in use;gentiane-express.com;
CFI;CFI;CFI - COMPAGNIA FERROVIARIA ITALIANA SrL;IT;in use;;
CFL;CFL;Soc. Nat. des Chemins de Fer Luxembourgeois;LU;in use;cfl.lu;
CFLCA;CFLCA;CFL cargo;LU;in use;;
CFLCD;CFLCD;CFL Cargo Danmark ApS;DK;in use;dansk-jernbane.dk;
CFLDE;CFLDE;CFL cargo Deutschland;DE;in use;cflcargo.de;
CFLIF;CFLIF;CFL Gestion Infrastructure;LU;in use;cfl.lu;
CFLS;CFLS;CFL Cargo Sverige AB;SE;in use;cflcargo.se;
CFM;CFM;Caile Ferate Moldova;MD;in use;railway.md;OTIF
CFMLD;CFMLD;CONSTRUCTII FEROVIARE MOLDOVA SA;RO;in use;cfm.ro;
CFMUR;CFMUR;CEFMUR SA;RO;in use;tradetrans.com;
CFPM;CFPM;C.F.P.M.;FR;in use;;
CFR;CFR;SNTFM CFR Marfa SA;RO;in use;cfr.ro;
CFRBF;CFRBF;Compagnie Ferroviaire Regionale;FR;in use;cfr-bfc.com;
CFRTM;CFRTM;SNCF "CFR" SA - SUCURSALA CREIR CF TIMISOARA;RO;in use;cfrtm.ro;
CFS;CFS;Administration Générale des Chemins de Fer Syriens;SY;in use;;OTIF
CFSP;CFSP;CER FERSPED SA;RO;in use;;
CFT;CFT;Čechofracht a.s.;CZ;in use;;
CFTA;CFTA;Société Génerale de Chemin de Fer et de Transports Automobiles (CFTA);FR;in use;cfta.fr;
CFTLP;CFTLP;Chemin de Fer Touristique Limousin Périgord;FR;in use;trainvapeur.com;
CFTST;CFTST;Chemin de Fer Touristique Sud Touraine;FR;in use;cftsudtouraine.e-monsite.com;
CFTV;CFTV;Chemin de Fer Touristique du Vermandois;FR;in use;cftv.fr;
CG;CG;Christian Guldberg AB;SE;in use;;
CH;CH;Chemins de Fer Hellénique;EL;in use;ose.gr;
CHEMS;CHEMS;Chems, a.s. Humenné;SK;in use;;
CHMGS;CHMGS;CHEMGAS HOLDING CORPORATION SRL;RO;in use;;
CHMT;CHMT;LANXESS Organometallics GmbH;DE;in use;lanxess.com;
CHMU;CHMU;Chemetall GmbH;DE;in use;chemetall.com;
CHR;CHR;Cement Hranice, akciová společnost;CZ;in use;;
CHRIS;CHRIS;Dennis Christensen Kfz-Onlinehandel;DE;in use;;
CHSLO;CHSLO;Chemko, a.s. Slovakia;SK;in use;chemko.sk;
CHSMK;CHSMK;Chojnickie Stowarzyszenie Miłośników Kolei;PL;in use;smk-chojnice.pl;
CHTHB;CHTHB;Chládek a Tintěra Havlíčkův Brod, a.s.;CZ;in use;chladek-tintera.cz;
CHTLT;CHTLT;Chládek & Tintěra, a.s.;CZ;in use;;
CHTPC;CHTPC;Chládek a Tintěra, Pardubice a.s.;CZ;in use;cht-pce.cz;
CHUE;CHUE;Chemie Uetikon AG;CH;Revoked;uetikon.ch;OTIF
CIAY;CIAY;Cİ - AY MÜH. MİMARLIK İNŞ. ÖZEL SAĞLIK HİZ. EMLAK TURİZM SAN. VE TİC. LTD. ŞTİ;TR;ın use;;OTIF
CICA;CICA;CISA SA;CH;in use;cica.ch;OTIF
CIE;CIE;Iarnrod Eireann (Coras Iompair Eireann);IE;Blocked;cie.ie;
CIER;CIER;Compagnie Internationale des Evénements sur Rail s.à.r.l.;LU;in use;cier.lu;
CIMP;CIMP;Cimpor - Cimentos de Portugal, SA;PT;in use;cimpor.pt;
CIN;CIN;CINKARNA CELJE D.D.;SI;in use;;
CIOSC;CIOSC;CIOS Cargo;HR;in use;ciosgrupa.com;
CIS;CIS;Cisalpino SA;CH;Revoked;cisalpino.com;OTIF
CITEV;CITEV;CITEV (Compagnie Internationale des Trains Express à Vapeur);FR;in use;trainavapeur.com;
CITR;CITR;CONSTRUCCIONES INSTALACIÓN Y TRACCIÓN, S.A.U.;ES;in use;citracc.com;
CIWL;CIWL;Compagnie des Wagon-Lits;BE;in use;wagons-lits-paris.com;
CJ;CJ;Compagnie des chemins de fer du Jura;CH;in use;cj-transports.ch;OTIF
CKD;CKD;Chemle Kelhelm GmbH;DE;in use;chemie-kelheim.de;
CKL;CKL;CTL Chemkol Sp. Z o.o.;PL;in use;ctl.pl;
CKOCH;CKOCH;Christian Koch;DE;in use;;
CKTZ;CKTZ;Centar za Kombinirani Transport Zagreb d.d.;HR;in use;cktz.hr;OTIF
CL;CL;Cargolink AS;NO;in use;cargolink.no;
