linie;linienname;bpk_anfang;bpk_ende;km_anfang;km_ende;stationierung_anfang;stationierung_ende;n;e;n2;e2;geopos;geopos2;tst
145;Domodossola - Iselle;Domodossola (I);Iselle di Trasquera;0.0;18.799;0;1000000;1107444.969;2666299.695;1117573.699;2659302.524;8.29623396744, 46.1152477754;8.20701407234, 46.2070085838;"{""type"": ""LineString"", ""coordinates"": [[8.29623396744, 46.1152477754], [8.20701407234, 46.2070085838]]}"
149;Gland Ballastiere;Gland Ouest;Gland Ballastiere;34.23;34.7;0;1000000;1141285.782;2509822.679;1141493.197;2509439.272;6.26568872888, 46.4168433737;6.26066186629, 46.4186572433;"{""type"": ""LineString"", ""coordinates"": [[6.26568872888, 46.4168433737], [6.26066186629, 46.4186572433]]}"
155;Nyon - St-Cergue - La Cure;Nyon;La Cure;0.0;26.96;0;1000000;1137716.393;2507482.434;1146920.717;2495149.3512;6.23596613063, 46.3844189675;6.07358895061, 46.4653886184;"{""type"": ""LineString"", ""coordinates"": [[6.23596613063, 46.3844189675], [6.07358895061, 46.4653886184]]}"
161;Lausanne-Triage F - Lonay A (bif);Lausanne-Triage F;Lonay A (bif);9.3;9.999;0;1000000;1153073.123;2530259.401;1152892.033;2529590.36;6.52970648763, 46.5253115439;6.5210152788, 46.5236124649;"{""type"": ""LineString"", ""coordinates"": [[6.52970648763, 46.5253115439], [6.5210152788, 46.5236124649]]}"
165;Lausanne-Triage Est - Bussigny-Scheu.;Lausanne-Triage Est;Bussigny-Scheuchzer (bif);13.39;14.506;0;1000000;1154205.144;2532096.006;1155225.247;2532268.258;6.55347427058, 46.5356833039;6.55556955105, 46.5448766402;"{""type"": ""LineString"", ""coordinates"": [[6.55347427058, 46.5356833039], [6.55556955105, 46.5448766402]]}"
168;Archy A - Lausanne-Triage Nord;Archy A (bif);Lausanne-Triage Nord;5.909;6.746;0;1000000;1155064.448;2532895.621;1154574.658;2532295.94;6.56377169322, 46.543493585;6.55602601775, 46.5390273868;"{""type"": ""LineString"", ""coordinates"": [[6.56377169322, 46.543493585], [6.55602601775, 46.5390273868]]}"
203;Frasne - Vallorbe;Frasne;Vallorbe;437.16;461.63;0;1000000;1190410.537;2502274.653;1174023.894;2518333.128;6.1570756851, 46.8576280811;6.37056563541, 46.7124063243;"{""type"": ""LineString"", ""coordinates"": [[6.1570756851, 46.8576280811], [6.37056563541, 46.7124063243]]}"
218;Frasne - Les Verrieres frontiere;Frasne;Les Verrieres-Frontiere;437.16;464.84;0;1000000;1190410.537;2502274.653;1194695.578;2525354.483;6.1570756851, 46.8576280811;6.45900262048, 46.8991653952;"{""type"": ""LineString"", ""coordinates"": [[6.1570756851, 46.8576280811], [6.45900262048, 46.8991653952]]}"
221;Travers limite RVT - Buttes;Travers;Buttes;0.0;11.98;0;1000000;1199318.701;2541978.151;1193445.44;2532659.799;6.67656165588, 46.942411535;6.55505242302, 46.8887024615;"{""type"": ""LineString"", ""coordinates"": [[6.67656165588, 46.942411535], [6.55505242302, 46.8887024615]]}"
236;Le Noirmont - Combe-Tabeillon;Le Noirmont;Combe-Tabeillon;0.0;24.926;0;1000000;1230415.7281;2565530.1497;1240285.5672;2578760.3192;6.98351328788, 47.2237661966;7.15772413528, 47.313099881;"{""type"": ""LineString"", ""coordinates"": [[6.98351328788, 47.2237661966], [7.15772413528, 47.313099881]]}"
240;Delemont - Delle;Delemont;Delle-Frontiere;84.607;124.534;0;1000000;1245689.284;2593309.758;1261426.328;2567922.701;7.3500633234, 47.3620127001;7.01287365684, 47.5028009638;"{""type"": ""LineString"", ""coordinates"": [[7.3500633234, 47.3620127001], [7.01287365684, 47.5028009638]]}"
251;Palezieux Est - Lyss Nord;Palezieux Est (bif);Lyss Nord;21.203;100.421;0;1000000;1155161.747;2554370.435;1214156.762;2589885.605;6.8437249031, 46.5461818338;7.30545048829, 47.0783453719;"{""type"": ""LineString"", ""coordinates"": [[6.8437249031, 46.5461818338], [7.30545048829, 47.0783453719]]}"
252;Yverdon Est - Payerne;Yverdon Est (bif);Payerne;0.485;27.895;0;1000000;1181301.549;2539540.604;1185510.189;2561939.492;6.64694084895, 46.7801323175;6.9398849232, 46.8196499592;"{""type"": ""LineString"", ""coordinates"": [[6.64694084895, 46.7801323175], [6.9398849232, 46.8196499592]]}"
254;Bulle - Romont;Bulle;Romont FR;0.0;18.089;0;1000000;1163042.857;2570601.325;1171501.671;2559702.789;7.05483338136, 46.6179886335;6.91181142012, 46.6935082612;"{""type"": ""LineString"", ""coordinates"": [[7.05483338136, 46.6179886335], [6.91181142012, 46.6935082612]]}"
259;Kerzers Sud - Kerzers SBB;Kerzers Sud (Abzw);Kerzers;84.66;84.811;0;1000000;1202550.945;2581269.44;1202697.231;2581294.968;7.19248074003, 46.9737623845;7.19281016807, 46.9750789633;"{""type"": ""LineString"", ""coordinates"": [[7.19248074003, 46.9737623845], [7.19281016807, 46.9750789633]]}"
261;Biel - Tauffelen - Ins;Biel/Bienne [Gleis 11/voie 11];Ins;-1.03;20.16;0;1000000;1220120.5017;2585175.1901;1205475.524;2574211.441;7.24323041119, 47.1318991752;7.09956100561, 46.999831409;"{""type"": ""LineString"", ""coordinates"": [[7.24323041119, 47.1318991752], [7.09956100561, 46.999831409]]}"
266;Madretsch - Biel/Bienne RB West;Madretsch;Biel/Bienne RB West;32.134;33.437;0;1000000;1219626.265;2586403.493;1220870.722;2586524.892;7.25943499785, 47.1274801331;7.26099760317, 47.138676293;"{""type"": ""LineString"", ""coordinates"": [[7.25943499785, 47.1274801331], [7.26099760317, 47.138676293]]}"
290;Bern Wylerfeld - Thun;Bern Wylerfeld;Thun (Eigentumsgrenze);108.583;137.593;0;1000000;1201729.087;2601687.709;1177702.999;2614851.738;7.46080851791, 46.9666342219;7.63300366429, 46.7503503163;"{""type"": ""LineString"", ""coordinates"": [[7.46080851791, 46.9666342219], [7.63300366429, 46.7503503163]]}"
295;Bern Zytglogge - Worb Dorf;Bern, Zytglogge;Worb Dorf;-0.48;9.68;0;1000000;1199525.0618;2600710.0653;1197659.9795;2609415.1419;7.44795925758, 46.9468103172;7.56226266104, 46.9299681013;"{""type"": ""LineString"", ""coordinates"": [[7.44795925758, 46.9468103172], [7.56226266104, 46.9299681013]]}"
300;Spiez - Kandersteg - Brig;Spiez Niesenbrucke (Abzw);Brig-Lotschberg (Abzw);0.347;73.516;0;1000000;1170304.063;2618769.608;1129941.936;2642015.78;7.68397548532, 46.6836952964;7.98415559984, 46.3195658756;"{""type"": ""LineString"", ""coordinates"": [[7.68397548532, 46.6836952964], [7.98415559984, 46.3195658756]]}"
301;alter Hondrichtunnel;Spiez Niesenbrucke (Abzw);Hondrich Sud;0.347;2.741;0;1000000;1170304.063;2618769.608;1168744.52;2617719.071;7.68397548532, 46.6836952964;7.67018399352, 46.6696951163;"{""type"": ""LineString"", ""coordinates"": [[7.68397548532, 46.6836952964], [7.67018399352, 46.6696951163]]}"
302;Zweiter Mittalgrabentunnel;Mittalgrabentunnel Nord;Mittalgrabentunnel Sud;50.34;53.601;0;1000000;1133399.126;2624698.742;1130234.453;2624539.461;7.75950623292, 46.351523912;7.75727042235, 46.3230617617;"{""type"": ""LineString"", ""coordinates"": [[7.75950623292, 46.351523912], [7.75727042235, 46.3230617617]]}"
311;Interlaken Ost - Lauterbrunnen;Interlaken Ost;Lauterbrunnen;-0.18;12.3;0;1000000;1171122.494;2632921.85;1160894.6135;2635965.1526;7.86901576116, 46.6905103537;7.90800032369, 46.5983499339;"{""type"": ""LineString"", ""coordinates"": [[7.86901576116, 46.6905103537], [7.90800032369, 46.5983499339]]}"
314;Wilderswil - Schynige Platte;Wilderswil;Schynige Platte;0.0;7.26;0;1000000;1167859.678;2632955.1479;1166894.7949;2636170.1049;7.86921730926, 46.6611584829;7.91114596077, 46.6523127895;"{""type"": ""LineString"", ""coordinates"": [[7.86921730926, 46.6611584829], [7.91114596077, 46.6523127895]]}"
330;Wengi-Ey - Lotschberg - St.German (Ost);Wengi-Ey (Abzw);St. German (Abzw);10.204;50.119;0;1000000;1162384.683;2618048.814;1128387.001;2631235.994;7.67424418274, 46.6124764699;7.84409489603, 46.3061654866;"{""type"": ""LineString"", ""coordinates"": [[7.67424418274, 46.6124764699], [7.84409489603, 46.3061654866]]}"
333;Frutigen - Adelrein (West);Frutigen Sud (Abzw);Adelrain (Abzw);14.056;15.763;0;1000000;1159096.996;2616208.419;1157455.434;2615756.669;7.65010489229, 46.5829490131;7.64415519812, 46.5681930353;"{""type"": ""LineString"", ""coordinates"": [[7.65010489229, 46.5829490131], [7.64415519812, 46.5681930353]]}"
335;Lotschen - Gampel-Steg;Lotschen (Abzw);Gampel-Steg;43.811;49.948;0;1000000;1132531.026;2626701.322;1128392.119;2623800.461;7.78547183298, 46.343638382;7.74758116307, 46.3065154809;"{""type"": ""LineString"", ""coordinates"": [[7.78547183298, 46.343638382], [7.74758116307, 46.3065154809]]}"
363;Arcisate - Gaggiolo Confine;Arcisate;Stabio (Confine di proprieta);6.129;10.773;0;1000000;1079549.323;2710624.2;1077330.899;2714263.923;8.86292081379, 45.8585412883;8.9092355804, 45.8379852447;"{""type"": ""LineString"", ""coordinates"": [[8.86292081379, 45.8585412883], [8.9092355804, 45.8379852447]]}"
400;Lochligut - Wanzwil - Rothrist West;Lochligut (Abzw);Rothrist West (Abzw);4.849;55.228;0;1000000;1203280.731;2602078.83;1239057.231;2632326.873;7.46595467657, 46.9805904013;7.86606881423, 47.3016072246;"{""type"": ""LineString"", ""coordinates"": [[7.46595467657, 46.9805904013], [7.86606881423, 47.3016072246]]}"
410;Olten - Solothurn - Biel/Bienne;Olten;Biel/Bienne;39.292;99.369;0;1000000;1244670.532;2635441.909;1220231.592;2585151.205;7.90769964791, 47.3519347593;7.24291060323, 47.1328978709;"{""type"": ""LineString"", ""coordinates"": [[7.90769964791, 47.3519347593], [7.24291060323, 47.1328978709]]}"
415;Wanzwil (Abzw) - Solothurn - Busswil;Wanzwil (Abzw);Busswil BE;67.957;101.864;0;1000000;1227510.463;2619745.919;1216416.348;2590889.477;7.69921294795, 47.1982449944;7.31862288564, 47.098684851;"{""type"": ""LineString"", ""coordinates"": [[7.69921294795, 47.1982449944], [7.31862288564, 47.098684851]]}"
441;Langenthal - Huttwil;Langenthal;Huttwil;-0.035;14.083;0;1000000;1229654.225;2626215.515;1218245.008;2630659.492;7.78471513555, 47.2173028715;7.84260766282, 47.1144900419;"{""type"": ""LineString"", ""coordinates"": [[7.78471513555, 47.2173028715], [7.84260766282, 47.1144900419]]}"
453;Rothrist Ost - Rothrist Gleis 4;Bifang AG (Spw);Rothrist;44.86;46.2;0;1000000;1240099.749;2634573.761;1239601.841;2633331.79;7.89585790285, 47.3108701699;7.87939646804, 47.3064556794;"{""type"": ""LineString"", ""coordinates"": [[7.89585790285, 47.3108701699], [7.87939646804, 47.3064556794]]}"
455;Unterhard BE - Aespli;Unterhard BE;Aespli;91.977;92.766;0;1000000;1209362.947;2606634.075;1208598.853;2606453.566;7.52591382237, 47.035270945;7.52352814815, 47.0283996595;"{""type"": ""LineString"", ""coordinates"": [[7.52591382237, 47.035270945], [7.52352814815, 47.0283996595]]}"
457;Hardfeld (Spw) - Mattstetten;Hardfeld (Spw);Mattstetten;91.657;93.172;0;1000000;1209642.832;2606788.286;1208342.383;2606145.199;7.5279468871, 47.0377869713;7.51946812455, 47.0260955998;"{""type"": ""LineString"", ""coordinates"": [[7.5279468871, 47.0377869713], [7.51946812455, 47.0260955998]]}"
490;(Paris - Belfort -) Altkirch - Mulhouse;Altkirch;Mulhouse;474.23;490.9;0;1000000;1275200.6114;2584900.2737;1287979.941;2592879.129;7.23773774846, 47.6272938105;7.34367800211, 47.7423579939;"{""type"": ""LineString"", ""coordinates"": [[7.23773774846, 47.6272938105], [7.34367800211, 47.7423579939]]}"
501;Muttenz - Adlertunnel - Liestal;Muttenz Ost (Abzw);Liestal Nord (Abzw);6.7;13.834;0;1000000;1264469.347;2616436.991;1259719.567;2621675.476;7.65689749594, 47.5307523529;7.72623095592, 47.4878822562;"{""type"": ""LineString"", ""coordinates"": [[7.65689749594, 47.5307523529], [7.72623095592, 47.4878822562]]}"
505;Dreispitz - Basel BLT - Rodersdorf;Basel, Aeschenplatz;Rodersdorf, Station;-0.9;16.17;0;1000000;1266747.5683;2611750.4899;1258915.5122;2601540.3978;7.59472302595, 47.5513422055;7.45905948421, 47.4810041718;"{""type"": ""LineString"", ""coordinates"": [[7.59472302595, 47.5513422055], [7.45905948421, 47.4810041718]]}"
511;Basel SBB - Basel GB - Basel RB;Basel SBB Ost (Abzw);Pratteln Ueberwerfung;0.609;7.496;0;1000000;1266035.449;2611819.423;1263651.734;2618111.249;7.59561994962, 47.5449363683;7.67909755306, 47.5233550572;"{""type"": ""LineString"", ""coordinates"": [[7.59561994962, 47.5449363683], [7.67909755306, 47.5233550572]]}"
516;Weil am Rhein - Lorrach-Stetten;Weil am Rhein;Lorrach-Stetten;0.0;4.84;0;1000000;1271492.777;2612769.806;1272325.027;2616580.854;7.60840000046, 47.5939999951;7.65910000169, 47.6013999985;"{""type"": ""LineString"", ""coordinates"": [[7.60840000046, 47.5939999951], [7.65910000169, 47.6013999985]]}"
523;Basel Bad Bf - Kleinhunigen Hafen;Basel Bad Bf;Kleinhuningen Hafen Gleisende;-0.022;4.98;0;1000000;1268524.66;2612664.855;1268816.02;2611114.46;7.60692041847, 47.5673079057;7.58632502686, 47.5699562277;"{""type"": ""LineString"", ""coordinates"": [[7.60692041847, 47.5673079057], [7.58632502686, 47.5699562277]]}"
526;Birsfelderhafen;Birsfelden Hafen (Abzw);Birsfelden Hafen Gleisende;2.161;3.7;0;1000000;1266507.588;2615636.096;1267459.3;2614537.981;7.64633341411, 47.5491032394;7.63177697637, 47.5576877777;"{""type"": ""LineString"", ""coordinates"": [[7.64633341411, 47.5491032394], [7.63177697637, 47.5576877777]]}"
600;Immensee - Bellinzona - Chiasso;Immensee West (Abzw);Chiasso Est;0.0;206.654;0;1000000;1216320.857;2677576.715;1076631.15;2724195.636;8.4604234478, 47.0933510684;9.0368402631, 45.8299445419;"{""type"": ""LineString"", ""coordinates"": [[8.4604234478, 47.0933510684], [9.0368402631, 45.8299445419]]}"
604;Brunnen - Sisikon (Gleis links);Brunnen Sud (Abzw);Sisikon Nord;21.45;25.8;0;1000000;1205166.085;2689124.64;1200977.965;2689949.013;8.61031087714, 46.9915717923;8.62031779207, 46.9537921179;"{""type"": ""LineString"", ""coordinates"": [[8.61031087714, 46.9915717923], [8.62031779207, 46.9537921179]]}"
610;Brig - Andermatt - Disentis;Brig MGB-fo;Disentis Betriebsgrz. MGB/RhB;0.0;96.83;0;1000000;1129884.681;2642340.212;1173564.08;2708198.092;7.9883625254, 46.3190304929;8.85351934984, 46.7045122814;"{""type"": ""LineString"", ""coordinates"": [[7.9883625254, 46.3190304929], [8.85351934984, 46.7045122814]]}"
620;Domodossola - Ribellasca;Domodossola (I);Ribellasca;0.0;32.235;0;1000000;1107444.969;2666299.695;1112069.102;2689834.837;8.29623396744, 46.1152477754;8.60150924047, 46.1541155069;"{""type"": ""LineString"", ""coordinates"": [[8.29623396744, 46.1152477754], [8.60150924047, 46.1541155069]]}"
628;S.Cristoforo - Greco Pirelli (S9);Milano S. Cristoforo;Milano Greco Pirelli;5.0;19.38;0;1000000;1033719.0;2732377.0;1041663.0;2738756.0;9.13018122805, 45.4424951094;9.21396328697, 45.5126625497;"{""type"": ""LineString"", ""coordinates"": [[9.13018122805, 45.4424951094], [9.21396328697, 45.5126625497]]}"
629;Chiasso SM - Gruppo S - Chiasso;Chiasso Smistamento Nord (bif);Chiasso Ovest (bif);204.4;206.379;0;1000000;1077852.59;2721646.467;1077043.041;2723418.254;9.00435917179, 45.8413919185;9.02694669497, 45.8337908732;"{""type"": ""LineString"", ""coordinates"": [[9.00435917179, 45.8413919185], [9.02694669497, 45.8337908732]]}"
635;Lugano FLP - Ponte Tresa;Lugano FLP;Ponte Tresa;0.0;12.21;0;1000000;1095858.8956;2716910.195;1091913.9331;2710130.0238;8.94787240379, 46.0041693235;8.85944274807, 45.9698277706;"{""type"": ""LineString"", ""coordinates"": [[8.94787240379, 46.0041693235], [8.85944274807, 45.9698277706]]}"
638;Balerna SM - Chiasso Smistamento;Balerna per Smistamento (bif);Chiasso Smistamento;203.051;205.315;0;1000000;1078708.43;2721290.915;1077301.246;2721246.962;9.00000331082, 45.8491526568;8.99907734861, 45.8365050217;"{""type"": ""LineString"", ""coordinates"": [[9.00000331082, 45.8491526568], [8.99907734861, 45.8365050217]]}"
639;Monte Olimpino II - Chiasso Smistamento;Bivio Rosales;Chiasso Smistamento;0.56;53.361;0;1000000;1069948.73;2727430.054;1077301.246;2721246.962;9.07665439925, 45.7692473752;8.99907734861, 45.8365050217;"{""type"": ""LineString"", ""coordinates"": [[9.07665439925, 45.7692473752], [8.99907734861, 45.8365050217]]}"
646;Brunegg - Magenwil West (Abzw);Brunegg;Magenwil West (Abzw);0.0;1.287;0;1000000;1252473.086;2659089.544;1251697.316;2659784.834;8.22169008494, 47.4204147979;8.23079983264, 47.4133750205;"{""type"": ""LineString"", ""coordinates"": [[8.22169008494, 47.4204147979], [8.23079983264, 47.4133750205]]}"
650;Killwangen West - Lenzburg - Daniken Ost;Killwangen West (Abzw);Daniken Ost;16.519;48.119;0;1000000;1254231.03;2668725.525;1245435.04;2641165.458;8.34964768587, 47.4352897619;7.98351887038, 47.3584785836;"{""type"": ""LineString"", ""coordinates"": [[8.34964768587, 47.4352897619], [7.98351887038, 47.3584785836]]}"
653;Gexi Ost - Rotkreuz - Immensee West;Gexi Ost (Abzw);Immensee West (Abzw);64.083;106.935;0;1000000;1249394.057;2657123.07;1216320.857;2677576.715;8.19523837437, 47.3928962721;8.4604234478, 47.0933510684;"{""type"": ""LineString"", ""coordinates"": [[8.19523837437, 47.3928962721], [8.4604234478, 47.0933510684]]}"
656;Bremgarten West - Dietikon BDWM;Bremgarten West;Dietikon AVA;6.952;18.906;0;1000000;1244258.908;2667893.859;1250899.926;2672969.939;8.33711091194, 47.3456905658;8.40536208607, 47.4048748535;"{""type"": ""LineString"", ""coordinates"": [[8.33711091194, 47.3456905658], [8.40536208607, 47.4048748535]]}"
657;Wohlen - Villmergen;Wohlen Nord (Abzw);Villmergen Gleisende;0.0;2.09;0;1000000;1244833.211;2662480.093;1244210.0058;2661095.8196;8.26555247494, 47.3513909131;8.24714790467, 47.345915608;"{""type"": ""LineString"", ""coordinates"": [[8.26555247494, 47.3513909131], [8.24714790467, 47.345915608]]}"
664;Zug Nord - Zug Sud;Zug Nord (Abzw);Zug Sud;28.718;29.23;0;1000000;1225801.745;2681688.182;1225290.602;2681650.639;8.51628534703, 47.178127773;8.51569758493, 47.1735352402;"{""type"": ""LineString"", ""coordinates"": [[8.51628534703, 47.178127773], [8.51569758493, 47.1735352402]]}"
665;Zug Sud - Arth-Goldau;Zug Sud;Arth-Goldau Nordwest;0.003;15.758;0;1000000;1225290.602;2681650.639;1211511.327;2684412.861;8.51569758493, 47.1735352402;8.54955671683, 47.0492579715;"{""type"": ""LineString"", ""coordinates"": [[8.51569758493, 47.1735352402], [8.54955671683, 47.0492579715]]}"
666;Goldau Nord - Goldau Ost;Arth-Goldau Nordwest;Arth-Goldau Ost (Abzw);8.872;9.315;0;1000000;1211511.327;2684412.861;1211451.985;2684853.904;8.54955671683, 47.0492579715;8.55534922377, 47.0486679361;"{""type"": ""LineString"", ""coordinates"": [[8.54955671683, 47.0492579715], [8.55534922377, 47.0486679361]]}"
692;RBL Nord;RBL Kopf Zurich;RBL Kopf Killwangen;11.402;15.214;0;1000000;1251312.943;2672819.967;1253587.997;2669838.939;8.40344265768, 47.4086059148;8.36430518133, 47.4293894846;"{""type"": ""LineString"", ""coordinates"": [[8.40344265768, 47.4086059148], [8.36430518133, 47.4293894846]]}"
699;Neuer Bozbergtunnel;Schinznach Dorf;Effingen;39.284;42.455;0;1000000;1256486.69;2652193.686;1258630.995;2649906.054;8.13077880244, 47.4570946121;8.10068310694, 47.4765572024;"{""type"": ""LineString"", ""coordinates"": [[8.13077880244, 47.4570946121], [8.10068310694, 47.4765572024]]}"
700;Brugg - Pratteln Ost;Brugg AG;Pratteln Ost (Abzw);31.273;79.8;0;1000000;1259183.737;2658054.322;1263571.75;2619356.034;8.20884455349, 47.480859835;7.69562183187, 47.5226003176;"{""type"": ""LineString"", ""coordinates"": [[8.20884455349, 47.480859835], [7.69562183187, 47.5226003176]]}"
704;Wurenlos - Killwangen West (RBL);Wurenlos;Killwangen West (Abzw);39.045;40.992;0;1000000;1255402.072;2669316.886;1254231.03;2668725.525;8.35766780632, 47.4457594716;8.34964768587, 47.4352897619;"{""type"": ""LineString"", ""coordinates"": [[8.35766780632, 47.4457594716], [8.34964768587, 47.4352897619]]}"
708;Zurich Altstetten - Einfang;Zurich Altstetten;Einfang (Abzw);4.166;6.32;0;1000000;1249492.217;2679299.727;1250282.946;2677295.927;8.48896264996, 47.3914830731;8.4625616885, 47.3988326064;"{""type"": ""LineString"", ""coordinates"": [[8.48896264996, 47.3914830731], [8.4625616885, 47.3988326064]]}"
710;Zurich HB - Brugg AG;Zurich Limmatquai Verl. Km-Axe;Brugg AG;-0.1;31.266;0;1000000;1248030.269;2683282.968;1259183.737;2658054.322;8.54144242683, 47.3778437305;8.20884455349, 47.480859835;"{""type"": ""LineString"", ""coordinates"": [[8.54144242683, 47.3778437305], [8.20884455349, 47.480859835]]}"
716;Zurich Hardbrucke - Zurich Herdern;Zurich Hardbrucke;Zurich Herdern Abstellgruppe;1.918;3.25;0;1000000;1248822.322;2681435.526;1249419.861;2680240.908;8.51712620147, 47.3851978915;8.50141425139, 47.3907183769;"{""type"": ""LineString"", ""coordinates"": [[8.51712620147, 47.3851978915], [8.50141425139, 47.3907183769]]}"
718;ZH Aussersihl - ZH Altstetten Sud;Zurich Aussersihl (Abzw);Zurich Altstetten Sud (Abzw);1.101;3.89;0;1000000;1248121.011;2681666.533;1249408.529;2679560.996;8.52005719556, 47.3788621394;8.49240790114, 47.3906989305;"{""type"": ""LineString"", ""coordinates"": [[8.52005719556, 47.3788621394], [8.49240790114, 47.3906989305]]}"
723;Nidelbad Sud - Thalwil Nord;Nidelbad Sud (Abzw);Thalwil Nord (Abzw);10.293;11.945;0;1000000;1240163.333;2683613.154;1239282.896;2684898.648;8.54434634419, 47.3070510368;8.56117717008, 47.2989686373;"{""type"": ""LineString"", ""coordinates"": [[8.54434634419, 47.3070510368], [8.56117717008, 47.2989686373]]}"
731;Zurich Stadelhofen - Esslingen;Zurich Stadelhofen FB;Esslingen;0.0;16.407;0;1000000;1246759.8348;2683806.901;1238219.8162;2696150.8604;8.54814148162, 47.3663518219;8.70970446649, 47.287864306;"{""type"": ""LineString"", ""coordinates"": [[8.54814148162, 47.3663518219], [8.70970446649, 47.287864306]]}"
736;Ziegelbrucke Ost - Linthal Gleisende;Ziegelbrucke Ost (Abzw);Linthal (Gleisende);57.545;84.846;0;1000000;1221602.109;2723312.261;1198015.607;2718528.505;9.06412507762, 47.1339091838;8.9949161106, 46.9226638347;"{""type"": ""LineString"", ""coordinates"": [[9.06412507762, 47.1339091838], [8.9949161106, 46.9226638347]]}"
755;ZH Langstrasse - ZH Viadukt;Zurich Langstrasse;Zurich Viadukt (Abzw);0.263;1.102;0;1000000;1248396.929;2682329.779;1248757.715;2681708.889;8.52888956481, 47.3812610325;8.52073426105, 47.3845830098;"{""type"": ""LineString"", ""coordinates"": [[8.52888956481, 47.3812610325], [8.52073426105, 47.3845830098]]}"
758;ZH Langstrasse - ZH Vorbahnhof (Gl. P24);Zurich Langstrasse;Zurich Vorbahnhof;0.92;1.985;0;1000000;1248396.929;2682329.779;1248735.091;2681364.531;8.52888956481, 47.3812610325;8.51617022661, 47.3844221618;"{""type"": ""LineString"", ""coordinates"": [[8.52888956481, 47.3812610325], [8.51617022661, 47.3844221618]]}"
842;Oberwinterthur - SA Punten;Oberwinterthur;Oberwinterthur SA Punten;29.663;31.518;0;1000000;1262746.4;2699572.409;1264374.13;2700453.973;8.76038919617, 47.5079223325;8.77245649455, 47.5224256053;"{""type"": ""LineString"", ""coordinates"": [[8.76038919617, 47.5079223325], [8.77245649455, 47.5224256053]]}"
848;Romanshorn West - Romanshorn Sud (VL);Romanshorn West (Abzw);Romanshorn Sud (Abzw);80.974;81.78;0;1000000;1269292.262;2745406.961;1268974.678;2745945.725;9.37074855478, 47.558233751;9.37780027867, 47.5552588156;"{""type"": ""LineString"", ""coordinates"": [[9.37074855478, 47.558233751], [9.37780027867, 47.5552588156]]}"
853;Wil Sud - Wattwil - Uznach;Wil Sud (Abzw);Uznach;1.304;34.387;0;1000000;1256960.961;2721014.211;1231519.783;2716786.192;9.04337343398, 47.4523008386;8.98069081394, 47.2242827961;"{""type"": ""LineString"", ""coordinates"": [[9.04337343398, 47.4523008386], [8.98069081394, 47.2242827961]]}"
856;Altstatten Stadt - Gais;Altstatten Stadt Gleisende;Gais;-0.079;7.654;0;1000000;1249506.458;2758565.687;1247513.627;2752019.579;9.53848127699, 47.3772983468;9.45115444121, 47.3609235728;"{""type"": ""LineString"", ""coordinates"": [[9.53848127699, 47.3772983468], [9.45115444121, 47.3609235728]]}"
859;St. Gallen AB - Trogen;St. Gallen Betriebsgr. SGA/TB;Trogen Gleisende;0.0;9.83;0;1000000;1254178.734;2745645.418;1252732.004;2752697.908;9.36897503531, 47.4222925506;9.46191203656, 47.4076863243;"{""type"": ""LineString"", ""coordinates"": [[9.36897503531, 47.4222925506], [9.46191203656, 47.4076863243]]}"
882;Feldkirch - Buchs SG;Feldkirch;Buchs SG;0.0;18.526;0;1000000;1234494.802;2763935.639;1226171.291;2754651.563;9.60407252482, 47.241014245;9.47863668892, 47.1684119794;"{""type"": ""LineString"", ""coordinates"": [[9.60407252482, 47.241014245], [9.47863668892, 47.1684119794]]}"
914;Sagliains Nord - Sasslatsch;Sagliains Nord;Sasslatsch;52.14;53.72;0;1000000;1182370.0279;2802310.8688;1182000.0332;2802220.8728;10.0873831345, 46.7617765312;10.0860423345, 46.7584774854;"{""type"": ""LineString"", ""coordinates"": [[10.0873831345, 46.7617765312], [10.0860423345, 46.7584774854]]}"
940;Reichenau Farsch (Abzw) - St. Moritz;Reichenau Farsch (Abzw);St. Moritz;24.25;102.936;0;1000000;1187609.698;2750000.75;1152444.6853;2784710.9817;9.4045694302, 46.8227282035;9.8450935445, 46.4978214255;"{""type"": ""LineString"", ""coordinates"": [[9.4045694302, 46.8227282035], [9.8450935445, 46.4978214255]]}"
5003;Sedrun Zugangs- und Entluftungsstollen;Sedrun Zugangsstollen;Sedrun Entluftungsstollen;-0.035;1.417;0;1000000;1170179.973;2701852.135;1168784.328;2702142.233;8.76980032822, 46.6750741375;8.77328080698, 46.6624770734;"{""type"": ""LineString"", ""coordinates"": [[8.76980032822, 46.6750741375], [8.77328080698, 46.6624770734]]}"
5004;Faido cunicolo di accesso;Faido cunicolo di acc. ovest;Faido cunicolo di acc. est;-0.079;2.668;0;1000000;1149288.054;2702876.359;1151048.178;2704977.025;8.77852140226, 46.4870097547;8.80627497056, 46.5025147617;"{""type"": ""LineString"", ""coordinates"": [[8.77852140226, 46.4870097547], [8.80627497056, 46.5025147617]]}"
9501;Projekt Juradurchstich;Liestal;Olten Nord (Abzw);8.0;27.4;0;1000000;1259340.621;2622064.002;1246124.591;2636215.64;7.7313674807, 47.4844611721;7.91805718578, 47.364970758;"{""type"": ""LineString"", ""coordinates"": [[7.7313674807, 47.4844611721], [7.91805718578, 47.364970758]]}"
