STRNR;KMANF_E;KMEND_E;KMANF_V;KMEND_V;STRNAME;STRKURZN
6356;99999978;101920020;  0,0 + -21; 19,2 +  20;Merseburg, Gleis 4101 - Halle-Nietleben;Merseburg - Halle-Nietleben
6357;100000016;100380036;  0,0 +  16;  3,8 +  36;Merseburg, Gleis 4104 - Merseburg-Elisabethhöhe, W 4403;Merseburg - Elisabethhöhe
6358;99799978;100440084; -2,0 + -21;  4,4 +  84;Bitterfeld, Stw Bn - Bitterfeld Abzw Hi (Lpz);Bitterfeld - Abzw Hi (Lpz)
6359;100320034;100430048;  3,2 +  34;  4,3 +  48;Bitterfeld Abzw Hi (Kr) - Bitterfeld ehem. W 1;Bitterfeld Hi (Kr) - ehem. W 1
6360;100160086;102300084;  1,6 +  86; 23,0 +  84;Leipzig Nord, W 301 - Eilenburg, W 8;Leipzig N - Eilenburg
6361;100000018;100840088;  0,0 +  18;  8,4 +  88;Leipzig Hbf - Leipzig-Connewitz Strw 6361/6362;Lpz Hbf - Lpz Strw 6361/6362
6362;100260055;116430018;  2,6 +  55;164,3 +  18;Leipzig-Connewitz Strw 6361/6362 - Hof, W 121;Lpz Strw 6361/6362 - Hof
6363;99989962;111640022; -0,1 + -37;116,4 +  22;Leipzig Hbf, Gl 14/15 - Dresden-Neustadt, W 704;Leipzig Hbf - Dresden-Neustadt
6364;100000009;100060032;  0,0 +   9;  0,6 +  32;ehem. Abzw Lpz Torgauer Str - ehem. Abzw Lpz Püchauer Str;Lpz Torg. Str - Lpz Püch. Str
6365;100750026;101100083;  7,5 +  26; 11,0 +  83;Engelsdorf Ost, W 5442 - Borsdorf (Sachs), W 4;Engelsdorf Ost - Borsdorf
6366;99999972;104370059;  0,0 + -27; 43,7 +  59;Leipzig Hbf, Gl 23 - Geithain, W 402;Leipzig Hbf - Geithain
6367;99969945;103230089; -0,3 + -54; 32,3 +  89;Leipzig Hbf, Gleis 7 - Großkorbetha, W 211;Leipzig Hbf - Großkorbetha
6368;99979961;100060040; -0,2 + -38;  0,6 +  40;Leipzig-Volkmarsdorf - Leipzig Hbf (Verkehrstunnel);Lpz-Volkmarsdorf - Lpz Hbf
6369;99889930;101780028; -1,1 + -69; 17,8 +  28;Leipzig-Wahren - Leipzig-Engelsdorf, 54W42;Lpz-Wahren - Lpz-Engelsdorf
6370;100000000;100140023;  0,0 +   0;  1,4 +  23;Wiederitzsch, W 46 - Leipzig Messe Nord, W 8;Wiederitzsch - Leipzig Messe_N
6371;100210088;100660011;  2,1 +  88;  6,6 +  11;Abzw Leipzig Anger, W 3 - Leipzig-Heiterblick, W 1;Lpz Anger - Lpz-Heiterblick
6372;99999970;100080048;  0,0 + -29;  0,8 +  48;Leipzig-Paunsdorf - Engelsdorf (b Leipzig), W 310;Leipzig-Paunsdorf - Engelsdorf
6373;100000005;100200058;  0,0 +   5;  2,0 +  58;Leipzig-Engelsdorf, W 436 - Leipzig Werkstättenstraße;Engelsdorf - Lpz Werkstätten
6374;99999982;100180005;  0,0 + -17;  1,8 +   5;Leipzig Werkstättenstraße - Leipzig-Engelsdorf, W 3;Lpz Werkstätten - Engelsdorf
6375;100150082;100650007;  1,5 +  82;  6,5 +   7;Leipzig-Engelsdorf, W 12 - Leipzig Tabakmühle Strw 6375/6376;Engelsdorf - Lpz Tabak Strw
6376;100000000;100090086;  0,0 +   0;  0,9 +  86;Leipzig Tabakmühle Strw 6375/6376 - Leipzig MDR;Leipzig Tabak Strw - Lpz MDR
6377;100000000;101080068;  0,0 +   0; 10,8 +  68;Leipzig Bayer Bf - Gaschwitz, 62W56;Leipzig Bayer Bf - Gaschwitz
6378;101050057;101500050; 10,5 +  57; 15,0 +  50;Gaschwitz, W 118 - Böhlen (b Leipzig), W 6522;Gaschwitz - Böhlen
6379;100120055;101100085;  1,2 +  55; 11,0 +  85;Leipzig-Plagwitz, 21W55 - Gaschwitz, 62W47;Leipzig-Plagwitz - Gaschwitz
6380;100020025;100320050;  0,2 +  25;  3,2 +  50;Leipzig-Leutzsch, W 1812 - Leipzig-Wahren, W 88;Leipzig-Leutzsch - Le-Wahren
6381;99999987;100120019;  0,0 + -12;  1,2 +  19;Leipzig Wahrener Viadukt, W 97 - Wiederitzsch, Strw 6381/6369;Wahren Viadukt - Wiederitzsch
6382;99969948;100920098; -0,3 + -51;  9,2 +  98;Leipzig-Wahren Westkopf, W 2 - Leipzig Hbf, W 198;Leipzig-Wahren - Leipzig Hbf
6383;100610027;116660066;  6,1 +  27;166,6 +  66;Leipzig-Leutzsch, W 1804 - Probstzella-Streckenwechsel 6383/5010;Leipzig-Leutzsch - Probstzella
6384;102750028;102960003; 27,5 +  28; 29,6 +   3;Unterschwöditz - Zeitz, Stw W1, W 47;Unterschwöditz - Zeitz
6385;99989938;106170023; -0,1 + -61; 61,7 +  23;Neukieritzsch, W 3 - Chemnitz Hbf, Gl 6228;Neukieritzsch - Chemnitz Hbf
6386;99959925;110260011; -0,4 + -74;102,6 +  11;Borsdorf (Sachs), W 3 - Coswig (bei Dresden), Stw 1, W 214;Borsdorf (S) - Coswig
6387;110490045;110940025;104,9 +  45;109,4 +  25;Schkeuditz, W 6 - Leipzig-Wahren Westkopf, W 1;Schkeuditz - Leipzig-Wahren
6388;99919920;100170006; -0,8 + -79;  1,7 +   6;Leipzig Messe Nord, W 3 - Leipzig-Mockau, W 12;Lpz Messe - Lpz-Mockau
6389;101010078;102090067; 10,1 +  78; 20,9 +  67;Bad-Lauchstädt, W 1 - Angersdorf, W 5;Bad-Lauchstädt - Angersdorf
6390;102760046;102950075; 27,6 +  46; 29,5 +  75;Unterschwöditz --Krzbauwerk Zn-- - Zeitz Stw B2;Unterschwöditz --Zn-- - Zeitz
6391;101840028;102050096; 18,4 +  28; 20,5 +  96;Trachenau - Neukieritzsch;Trachenau - Neukieritzsch
6392;99999978;100120007;  0,0 + -21;  1,2 +   7;Delitzsch Gbf, W 40 - Delitzsch unt Bf Ah, W 7752;Delitzsch Gbf - unt Bf Ah
6393;101890029;103350077; 18,9 +  29; 33,5 +  77;Ilsenburg, W 7710 - Vienenburg, W 501;Ilsenburg - Vienenburg
6394;100000009;100360014;  0,0 +   9;  3,6 +  14;Halle-Planena, W 42 - Halle-Ammendorf, W 16;Halle-Planena - Ammendorf
6395;100000000;100560045;  0,0 +   0;  5,6 +  45;Halle (Saale) Gbf, Abzw Am - Halle (Saale) Hbf, Abzw Al (Planungstitel;Halle Gbf,Am - Halle Hbf,Al
6396;100170000;100720093;  1,7 +   0;  7,2 +  93;Leipzig Bayerischer Bf - Leipzig Nordkopf, 84W313;Lpz Bayer Bf - Lpz Nordkopf
6397;100000000;100320019;  0,0 +   0;  3,2 +  19;Bitterfeld, W 62 - Abzw Roitzsch, W 7;Bitterfeld - Abzw Roitzsch
6398;110550060;110790041;105,5 +  60;107,9 +  41;Schkeuditz, W 12 - Schkeuditz Luftfrachtumschlagbf;Schkeuditz - LUB
6399;100000000;102000021;  0,0 +   0; 20,0 +  21;Oebisfelde, W 48 - Abzw Sülfeld, W 364;Oebisfelde - Abzw Sülfeld
6400;100000000;101770026;  0,0 +   0; 17,7 +  26;Eilsleben (b Magdeburg) - Helmstedt;Eilsleben - Helmstedt
6401;100000000;105430067;  0,0 +   0; 54,3 +  67;Stendal - Wittenberge, W 34;Stendal - Wittenberge
6402;100000000;105870040;  0,0 +   0; 58,7 +  40;Magdeburg Hbf - Stendal;Magdeburg Hbf - Stendal
6403;100000001;111820011;  0,0 +   1;118,2 +  11;Magdeburg Hbf --Halle-- - Leipzig Messe Süd, W 21;Magdeburg - Leipzig Messe Süd
6404;99969930;105820022; -0,3 + -69; 58,2 +  22;Magdeburg Hbf, W 3477 - Halberstadt, W 7331;Magdeburg Hbf - Halberstadt
6405;106620034;108690006; 66,2 +  34; 86,9 +   6;Wegeleben, W 6406 - Thale Hbf;Wegeleben - Thale Hbf
6406;99929982;102430087; -0,7 + -17; 24,3 +  87;Schönebeck (Elbe), W 146 - Abzw Glindenberg, W 33;Schönebeck - Abzw Glindenberg
6407;99929913;100280053; -0,7 + -86;  2,8 +  53;Magdeburg-Buckau Rbf, W 257 - Abzw Wolfsfelde, W 1;Mgd-Buckau - Wolfsfelde
6408;99999946;100230020;  0,0 + -53;  2,3 +  20;Abzw Brücke, W 1 - Magdeburg-Rothensee, W 57;Abzw Brücke - Mgd-Rothensee
6409;99989924;105420085; -0,1 + -75; 54,2 +  85;Abzw Glindenberg, W 6 - Oebisfelde, W 12;Abzw Glindenberg - Oebisfelde
6410;99999970;103030020;  0,0 + -29; 30,3 +  20;Biederitz, W 60 - Trebnitz, Streckenwechsel 6410/6411;Biederitz - Trebnitz
6411;100000000;108120053;  0,0 +   0; 81,2 +  53;Trebnitz, Streckenwechsel 6410/6411 - Leipzig Hbf, Gl 9;Trebnitz - Leipzig Hbf
6412;99989996;100200075; -0,1 +  -3;  2,0 +  75;Güterglück, nördliche Verbindung, W 133 - ehemalige W 3;Güterglück, W 133 - W 3
6413;99999978;100130034;  0,0 + -21;  1,3 +  34;Güterglück, südliche Verbindung W 152 - ehemalige W 28;Güterglück, W 152 - W 28
6414;99949900;102680085; -0,5 + -99; 26,8 +  85;Wiesenburg (Mark), W 8 - Abzw Roßlau (Elbe) Ra, W 304;Wiesenburg - Roßlau Ra
6415;101650018;101760012; 16,5 +  18; 17,6 +  12;Rodleben, W 2513 - Roßlau (Elbe) Stw Rwa, W 113;Rodleben - Roßlau Stw Rwa
6416;102500042;102610046; 25,0 +  42; 26,1 +  46;Roßlau (Elbe), Abzw Ai, W 4 - Roßlau (Elbe) Gbf, W 4;Roßlau Ai - Roßlau Gbf
6417;122920074;123250070;229,2 +  74;232,5 +  70;Roßlau (Elbe), Abzw Aw, W 6 - Roßlau (Elbe);Roßlau Aw - Roßlau
6419;99969963;102110093; -0,3 + -36; 21,1 +  93;Dessau Hbf, W 33 - Köthen, Gl 3;Dessau - Köthen
6420;99939939;104390041; -0,6 + -60; 43,9 +  41;Köthen, Gl 3 - Aschersleben, W 4623;Köthen - Aschersleben
6421;100000000;100200077;  0,0 +   0;  2,0 +  77;Köthen, Stw B 4, W 137 - Köthen, Stw W 7, W 206;Köthen Stw B 4 - Stw W 7
6422;99999978;100130083;  0,0 + -21;  1,3 +  83;Abzw Tornitz Seehof, W 3 - Abzw Werkleitz, W 6;Abzw Seehof - Abzw Werkleitz
6423;100040015;102830067;  0,4 +  15; 28,3 +  67;Schönebeck (Elbe), W 5588 - Güsten, W 1;Schönebeck - Güsten
6424;114240096;114470011;142,4 +  96;144,7 +  11;Magdeburg Hbf, W 330 - Magdeburg-Sudenburg, W 3893;Magdeburg Hbf - Mgd-Sudenburg
6425;99939941;103950072; -0,6 + -58; 39,5 +  72;Heudeber-Danstedt, W 1 - Oker, W 69;Heudeber-Danstedt - Oker
6426;100000000;101690045;  0,0 +   0; 16,9 +  45;Borstel (Kr Stendal), W 23 - Niedergörne;Borstel - Niedergörne
6427;100000000;100110076;  0,0 +   0;  1,1 +  76;Abzw Staffelde, W 2 - Abzw Bindfelde, W 11 (Nordkurve);Staffelde - Bindfelde_(Nordk)
6428;100000000;100230082;  0,0 +   0;  2,3 +  82;Abzw Staffelde, W 1 - Abzw Bindfelde, W 12 (Südkurve);Staffelde - Bindf. (Südkurve)
6429;99939949;101060079; -0,6 + -50; 10,6 +  79;Mockrehna - Gneisenaustadt Schildau;Mockrehna - Schildau
6430;99999997;100530081;  0,0 +  -2;  5,3 +  81;Abzw Halle (Saale) Leuchtturm, W 6 - Halle (Saale) Gbf Nord, W 30;Halle Leuchtturm - Halle Gbf_N
6431;104160091;104490031; 41,6 +  91; 44,9 +  31;Zeitz Abzw Zn, W 3 - Zeitz Pbf, W 225;Zeitz Zn - W 225
6432;101100024;102140020; 11,0 +  24; 21,4 +  20;Narsdorf Bogendreieck - Penig, W 1;Narsdorf Bogendreieck - Penig
6433;99999966;100440027;  0,0 + -33;  4,4 +  27;Leipzig-Plagwitz - Lindenau;Leipzig-Plagwitz - Lindenau
6434;99969966;100120090; -0,3 + -33;  1,2 +  90;Magdeburg Hbf, W 3482 - Magdeburg-Südseite, W 3690;Mg Hbf - Mg-Südseite
6435;100000000;100100094;  0,0 +   0;  1,0 +  94;Halle (Saale) Gbf, W 450 - Halle (Saale) Hbf, W 355;Halle (Saale) Gbf - Hbf
6436;100000000;100080030;  0,0 +   0;  0,8 +  30;Abzw Seehof, W 4 - Tornitz Streckenwechsel 6118/6436;Abzw Seehof - Tornitz Strw
6440;100000000;100190087;  0,0 +   0;  1,9 +  87;Gallentin Süd, W 3 - Gallentin Nord, W 6 ( Planungstitel );Gallentin Süd - Nord
6441;100000000;109850047;  0,0 +   0; 98,5 +  47;Dömitz - Wismar, W 38;Dömitz - Wismar
6442;99979954;101880051; -0,2 + -45; 18,8 +  51;Hagenow Land, W 13 - Holthusen, W 3;Hagenow Land - Holthusen
6443;100070069;100920035;  0,7 +  69;  9,2 +  35;Abzw Riekdahl, W 2 - Rostock Seehafen Nord;Abzw Riekdahl - Rostock Seehaf
6444;102780064;103060087; 27,8 +  64; 30,6 +  87;Dalwitzhof, W 1 - Rostock Gbf, Gl 8;Dalwitzhof, W 1 - Rostock Gbf
6445;99949989;101510068; -0,5 + -10; 15,1 +  68;Güstrow, W 53 - Schwaan, W 101;Güstrow - Schwaan
6446;99889965;103020050; -1,1 + -34; 30,2 +  50;Bützow, W 3 - Rostock Hbf, W 39;Bützow - Rostock Hbf
6447;100000019;100230046;  0,0 +  19;  2,3 +  46;Abzw Lalendorf Ost, 64W23 - Lalendorf, 64W6;Lalendorf Ost - Lalendorf
6448;100010087;101390009;  0,1 +  87; 13,9 +   9;Kavelstorf, W 6 - Rostock Seehafen, W 2012;Kavelstorf - Rostock Seehafen
6449;99999936;100070026;  0,0 + -63;  0,7 +  26;Abzw Rostock Warnowbrücke West, W 514 - Dalwitzhof Nordkopf, W 13;Abzw Warnowbr. W - Dalwitzhof
6500;104560072;107460059; 45,6 +  72; 74,6 +  59;Berlin-Karow, W 9 - Fichtengrund;Berlin-Karow - Fichtengrund
6501;100000000;101390041;  0,0 +   0; 13,9 +  41;Berlin-Wilhelmsruh - Schönwalde (Barnim), Abzw, W 1;Bln-Wilhelmsruh - Schönwalde
6502;99979936;102420055; -0,2 + -63; 24,2 +  55;Basdorf, W 9 - Groß Schönebeck (Schorfheide);Basdorf - Groß Schönebeck
6503;102310002;103640079; 23,1 +   2; 36,4 +  79;Wensickendorf, W 8 - Liebenwalde;Wensickendorf - Liebenwalde
6504;100010083;106610094;  0,1 +  83; 66,1 +  94;Kremmen, W 1 - Wittstock (Dosse), W 6;Kremmen - Wittstock (Dosse)
6505;100010072;103690087;  0,1 +  72; 36,9 +  87;Nauen, W 49 - Oranienburg;Nauen - Oranienburg
6506;99999946;100170044;  0,0 + -53;  1,7 +  44;Abzw Wustermark Awn, W 1 - Abzw Wustermark Awb, W 1;Wustermark Awn - Wusterm Awb
6507;99899967;100280016; -1,0 + -32;  2,8 +  16;Potsdam Wissenschaftspark Golm, 99W1 - Werder (Havel), 37W701;Golm - Werder (Havel)
6508;99999975;100220002;  0,0 + -24;  2,2 +   2;Nauen - Nauen, Berliner Straße;Nauen - Nauen Berliner Straße
6509;100030087;102570080;  0,3 +  87; 25,7 +  80;Nauen, W 111 - Velten (Mark);Nauen - Velten (Mark)
6510;99989982;100010086; -0,1 + -17;  0,1 +  86;Priort - Anschluß Elsgrund;Priort - Anschluß Elsgrund
6511;99989917;103980029; -0,1 + -82; 39,8 +  29;Jüterbog, W 36 - Beelitz Stadt, W 1;Jüterbog - Beelitz Stadt
6512;105640078;112530085; 56,4 +  78;125,3 +  85;Brandenburg Hbf, W 1340 - Neustadt (Dosse), W 2;Brandenburg - Neustadt (Dosse)
6513;100000000;100230095;  0,0 +   0;  2,3 +  95;Abzw a.B. Jüterbog-Neues Lager - Abzw a.B. Dennewitz;Jüterbog-Neues Lag - Dennewitz
6514;99969928;104040067; -0,3 + -71; 40,4 +  67;Zossen, W 3 - Jüterbog, W 27;Zossen - Jüterbog
6515;100080069;100880042;  0,8 +  69;  8,8 +  42;Königs Wusterhausen - Schöneicher Plan, Strw 6515/6543;K. Wusterh. - Schöneicher Plan
6516;99999988;101070000;  0,0 + -11; 10,7 +   0;Mittenwalde (Mark) Ost, W 11 - Töpchin;Mittenwalde Ost - Töpchin
6517;99999989;100780030;  0,0 + -10;  7,8 +  30;Teltow - Teltow Hafen;Teltow - Teltow Hafen
6518;101990050;103790050; 19,9 +  50; 37,9 +  50;Großbeeren - Zossen;Großbeeren - Zossen
6519;100020045;100680050;  0,2 +  45;  6,8 +  50;Berlin-Grünau, W 147 - Berlin-Schönefeld Flughafen Süd;Bln-Grünau - Bln-Schönef. Süd
6520;100000085;105890094;  0,0 +  85; 58,9 +  94;Grunow (Niederlausitz), W 4 - Königs Wusterhausen, W 12;Grunow - Königs Wusterhausen
6521;99879926;103320032; -1,2 + -73; 33,2 +  32;Fürstenwalde (Spree), W 4 - Beeskow, W 10;Fürstenwalde - Beeskow
6522;99999983;100120087;  0,0 + -16;  1,2 +  87;Grunow (Nierderlausitz) - Groß-Briesen;Grunow - Groß-Briesen
6523;99979982;102450056; -0,2 + -17; 24,5 +  56;Küstrin-Kietz, W 12 - Booßen;Küstrin-Kietz - Booßen
6524;100000062;109250037;  0,0 +  62; 92,5 +  37;Fürstenwalde (Spree), W 28 - ehem. Abzw Alt Bliesdorf;Fürstenwalde - Alt Bliesdorf
6525;99999978;100190079;  0,0 + -21;  1,9 +  79;Werbig oben, 95W1 - Werbig, 95W4;Werbig oben - Werbig
6526;100010057;100240030;  0,1 +  57;  2,4 +  30;Rehfeld (Oderbruch) - Voßberg;Rehfeld (Oderbruch) - Voßberg
6527;100000000;100150022;  0,0 +   0;  1,5 +  22;Groß Neuendorf - Groß Neuendorf Hafen;Gr Neuendorf - G Neuendf Hafen
6528;101380038;106050064; 13,8 +  38; 60,5 +  64;Ahrensfelde, W 36 - Wriezen, W 68;Ahrensfelde - Wriezen
6529;99949953;101220060; -0,5 + -46; 12,2 +  60;Wriezen - Neu Rüdnitz (DB Grenze);Wriezen - Neu Rüdnitz Grenze
6530;100000000;101320080;  0,0 +   0; 13,2 +  80;Strausberg - Möllensee Hafen;Strausberg - Möllensee Hafen
6531;100610026;100790000;  6,1 +  26;  7,9 +   0;Biesdorfer Kreuz West - ehem. Abzw Berlin Sgn;Biesdorfer Kr West - Abzw Sgn
6532;99999903;100420034;  0,0 + -96;  4,2 +  34;Hoppegarten (Mark) - Altlandsberg Umspannwerk, G-Bahn;Hoppegarten - Altlandsberg
6533;99929986;100450048; -0,7 + -13;  4,5 +  48;Fredersdorf (b Berlin), W 11 - Fredersdorf DB-Grenze;Fredersdorf - DB-Grenze
6534;99969967;100490022; -0,3 + -32;  4,9 +  22;Müncheberg (Mark) - Buckow (Märkische Schweiz);Müncheberg - Buckow
6535;99989961;101060047; -0,1 + -38; 10,6 +  47;Berlin-Nordost, W 219 - Berlin-Blankenburg;Bln-Nordost - Bln-Blankenburg
6536;99999978;100620048;  0,0 + -21;  6,2 +  48;Anst Finkenheerd, W 11 - Oderdeich;Anst Finkenheerd - Oderdeich
6537;99999982;100150000;  0,0 + -17;  1,5 +   0;Abzw Neu Rüdnitz - Oderdamm;Abzw Neu Rüdnitz - Oderdamm
6538;99999983;100110061;  0,0 + -16;  1,1 +  61;Neu Manschnow, W 1 - Oder;Neu Manschnow - Oder
6539;100000000;101530040;  0,0 +   0; 15,3 +  40;Müncheberg (Mark) - Hasenfelde;Müncheberg (Mark) - Hasenfelde
6540;100000010;100130040;  0,0 +  10;  1,3 +  40;Berlin-Buchholz - Berlin-Niederschönhausen;B-Buchholz - B-Niederschönhsn
6541;100000000;102040050;  0,0 +   0; 20,4 +  50;Teltow - Berlin-Grünau, W 107;Teltow - Berlin-Grünau
6542;99979928;105660087; -0,2 + -71; 56,6 +  87;Treuenbrietzen - Brandenburg Hbf, Gl 1301;Treuenbrietzen - Brandenburg
6543;100080084;103740019;  0,8 +  84; 37,4 +  19;Berlin-Neukölln --Mittenwalde Nord-- - Zossen, W 101;Berlin-Neukölln - Zossen
6544;100680002;100740059;  6,8 +   2;  7,4 +  59;Mittenwalde (Mark) - Abzw a.B. Gallun Dorf;Mittenwalde (M) - Gallun Dorf
6545;100000000;100170050;  0,0 +   0;  1,7 +  50;Berlin-Wuhlheide Rbf - Grabensprung;Bln-Wuhlheide - Grabensprung
6546;101170000;102690040; 11,7 +   0; 26,9 +  40;Berlin-Lichterfelde Süd - Potsdam-Rehbrücke;Bln-Lichterf.S - Potsd.-Rehbr.
6547;100000000;100120083;  0,0 +   0;  1,2 +  83;Berlin-Lichtenrade - Berlin-Lichtenrade Ost;Bln-Lichtenrade - Lichtenr.Ost
6548;101490090;101600086; 14,9 +  90; 16,0 +  86;Berlin Heerstraße - Berlin Olympiastadion;Bln Heerstr. - Olympiastadion
6549;99999988;100390000;  0,0 + -11;  3,9 +   0;Awanst Storkow Küchensee - Küchensee;Awanst Storkow - Küchensee
6550;100000000;101200000;  0,0 +   0; 12,0 +   0;Berlin-Tegel, W 74 - Berlin-Blankenburg;Berlin-Tegel - Bln-Blankenburg
6551;100000000;100100000;  0,0 +   0;  1,0 +   0;Berlin-Tegel - Berlin-Tegel Hafen;Bln-Tegel - Bln-Tegel Hafen
6552;100000000;100090023;  0,0 +   0;  0,9 +  23;Berlin-Lübars - Berlin-Rosenthal, G-Bahn;Berlin-Lübars - Bln-Rosenthal
6553;101890055;102150060; 18,9 +  55; 21,5 +  60;Preußnitz Pra, Abzw a.B. - Bad Belzig;Preußnitz Abzw - Bad Belzig
6554;99999946;100300075;  0,0 + -53;  3,0 +  75;Frankfurt (Oder) Fauler See, W 1 - Frankfurt (Oder)-Güldendorf;Ffo Fauler See - Güldendorf
6555;100070079;100230098;  0,7 +  79;  2,3 +  98;Bad Belzig, W 20 - Preußnitz Prb, Strw 6555/6542;Bad Belzig - Preußnitz Prb
6556;100000000;101730022;  0,0 +   0; 17,3 +  22;Bötzow --Nieder Neuendorf-- - Berlin-Spandau;Bötzow - Berlin-Spandau
6557;100000000;100240060;  0,0 +   0;  2,4 +  60;Priort - Wustermark Rbf;Priort - Wustermark Rbf
6558;102040000;102760000; 20,4 +   0; 27,6 +   0;Wüste Kunersdorf - Frankfurt (Oder) Pbf, Gleis 206;Kunersdorf - Frankfurt(0)
6559;99999985;100360080;  0,0 + -14;  3,6 +  80;Abzw Wiesenau, W 1 --Ziltend EKO-- - Ziltendorf, W 6;Wiesenau - Ziltendorf
6560;100010044;100380015;  0,1 +  44;  3,8 +  15;Abzw Wiesenau, W 5 --Ziltend EKO-- - Ziltendorf, W 10;Wiesenau,W 5 - Ziltendorf,W 10
6570;100000000;101360040;  0,0 +   0; 13,6 +  40;Dahme (Mark) - Uckro, W 24;Dahme (Mark) - Uckro
6571;99949918;100810003; -0,5 + -81;  8,1 +   3;Ruhland - Lauchhammer Ost;Ruhland - Lauchhammer Ost
6572;100000000;100570099;  0,0 +   0;  5,7 +  99;Abzw Preilack, W 1 - Jänschwalde, W 2;Abzw Preilack - Jänschwalde
6573;99989900;102710076; -0,1 + -99; 27,1 +  76;Forst(Lausitz), W 61 - Betriebsbahnhof Guben Süd;Forst(Lausitz) - Guben Süd
6574;99999993;100120080;  0,0 +  -6;  1,2 +  80;Forst (Lausitz), Stw Abc, W 1 - Forst (Lausitz), Stw Abg, W 1;Forst Abc - Forst Abg
6575;100000044;103070007;  0,0 +  44; 30,7 +   7;Weißwasser (Oberlausitz) - Forst (Lausitz), W 16;Weißwasser - Forst
6576;100040028;100810050;  0,4 +  28;  8,1 +  50;Weißwasser (Oberlausitz), W 59 - Bad Muskau (DB Grenze);Weißwasser - Bad Muskau
6577;100200082;101590060;  2,0 +  82; 15,9 +  60;Horka Gbf, W 9511 - Lodenau;Horka Gbf - Lodenau
6578;100050067;102360050;  0,5 +  67; 23,6 +  50;Kamenz (Sachs) - Bischofswerda;Kamenz (Sachs) - Bischofswerda
6579;100190075;103280017;  1,9 +  75; 32,8 +  17;Abzw Stiebitz, W 3 - Abzw Weißkollm, W 9;Abzw Stiebitz - Abzw Weißkollm
6581;102190024;103990058; 21,9 +  24; 39,9 +  58;Baruth (Sachs), W 2 - Radibor (Sachs), W 15;Baruth (S) - Radibor (S)
6582;100120060;101320053;  1,2 +  60; 13,2 +  53;Görlitz, Abzw Svt - Königshain-Hochstein;Abzw Svt - Königsh-Hochst
6584;100080000;101930033;  0,8 +   0; 19,3 +  33;Großpostwitz, W 19 - Löbau (Sachs), Gl 28;Großpostwitz - Löbau (Sachs)
6586;109760090;109790019; 97,6 +  90; 97,9 +  19;(DB-Grenze) Ebersbach (Sachs) Grenze - Ebersbach (Sachs), W 1;Ebersbach Grenze - Ebersbach
6587;100000015;100860072;  0,0 +  15;  8,6 +  72;Ebersbach (Sachs), W 63 - Niedercunnersdorf, W 15;Ebersbach - Niedercunnersdorf
6588;99999978;102290037;  0,0 + -21; 22,9 +  37;Mittelherwigsdorf (Sachs), W 3 - Eibau, 59W01;Mittelherwigsdorf (S) - Eibau
6589;100020063;102340038;  0,2 +  63; 23,4 +  38;Zittau, W 3 - Hagenwerder, Gl 1;Zittau - Hagenwerder
6590;120810017;121850076;208,1 +  17;218,5 +  76;Görlitz, W 10 - Hagenwerder;Görlitz - Hagenwerder
6591;100000089;101540000;  0,0 +  89; 15,4 +   0;Finsterwalde (Niederlausitz), W 12 - Annahütte, G-Bahn;Finsterwalde - Annahütte
6592;99929945;101730015; -0,7 + -54; 17,3 +  15;Finsterwalde (Niederlausitz), W 70 - Crinitz (Niederlausitz), G-Bahn;Finsterwalde - Crinitz
6593;99969925;102400015; -0,3 + -74; 24,0 +  15;Neupetershain - Hoyerswerda, W 17;Neupetershain - Hoyerswerda
6594;100000000;100300067;  0,0 +   0;  3,0 +  67;Awanst Kamenz (Sachs) Nord - Ldst Kamenz (Sachs) Nord, Gl 1;Awanst Kamenz - Ldst Kamenz
6595;99949932;101720097; -0,5 + -67; 17,2 +  97;Straßgräbchen-Bernsdorf (Ol), W 27 - Hoyerswerda, W 96;Straßgr.-Bernsd. - Hoyerswerda
6596;100000025;100140030;  0,0 +  25;  1,4 +  30;Awanst Seidau, W 1 - Seidau (Spreetalbahn), G-Bahn;Seidau - Seidau (Spreetalbahn)
6597;99989993;100270034; -0,1 +  -6;  2,7 +  34;Charlottenhof (Oberlausitz),W5 - Charlottenhof (Oberlausitz), Stw Awan;Charlottenhof - Stw Awan
6600;99969966;103070050; -0,3 + -33; 30,7 +  50;Neustadt (Sachs), W 3 - Weißig-Bühlau;Neustadt(S) - Weißig-Bühlau
6602;99999994;100210000;  0,0 +  -5;  2,1 +   0;Pirna-Copitz - Mockethal;Pirna-Copitz - Mockethal
6603;100030065;101770025;  0,3 +  65; 17,7 +  25;Pirna - Gottleuba;Pirna - Gottleuba
6604;100160087;100820030;  1,6 +  87;  8,2 +  30;Pirna Süd, W 1 - Großcotta, G-Bahn;Pirna Süd - Großcotta
6605;99929918;103800027; -0,7 + -81; 38,0 +  27;Heidenau, W 19 - Kurort Altenberg (Erzgeb), Gl 1;Heidenau - Altenberg (Erzgeb)
6606;100090066;103940015;  0,9 +  66; 39,4 +  15;Dresden-Klotzsche, W 4 - Straßgräbchen-Bernsdorf (Ol), W 1;Dre-Klotzsche - Straßgräbchen
6607;99869913;100300070; -1,3 + -86;  3,0 +  70;Dresden-Klotzsche, W 81 - Dresden Flughafen;Dre-Klotzsche - Dre Flughafen
